Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
l471,20,52.22832698,0,Ceftamin,Female,7,28
l661,20,52.61749003,1,Ceftamin,Male,18,26
b313,20,53.9796797,1,Zoniferol,Male,12,27
a401,20,52.20451136,2,Zoniferol,Female,8,25
b759,20,54.44303502,0,Ceftamin,Female,12,25
k754,20,52.69342276,1,Zoniferol,Female,8,26
c302,20,54.08090836,3,Zoniferol,Female,10,29
j296,20,54.00534209,3,Ceftamin,Female,24,30
l490,20,51.90544699,1,Ceftamin,Male,24,26
l509,20,48.07045162,2,Capomulin,Male,17,21
w914,20,41.10809233,0,Capomulin,Male,24,21
k894,20,50.98163936,1,Zoniferol,Female,13,29
e227,20,56.6075521,1,Placebo,Male,1,30
a275,20,50.51343652,1,Ceftamin,Female,20,28
x581,20,51.20796943,3,Ceftamin,Female,19,28
o562,20,53.61686347,1,Propriva,Female,4,25
c139,20,56.74200681,0,Infubinol,Male,11,28
c282,20,51.95057423,0,Placebo,Male,12,27
v719,20,54.04860769,1,Infubinol,Female,17,30
v991,20,57.74069459,2,Propriva,Female,10,30
s337,20,49.20205408,1,Zoniferol,Male,14,27
c927,20,55.48168922,1,Propriva,Female,4,26
t994,20,56.52795159,1,Placebo,Male,14,30
a788,20,54.06098332,1,Zoniferol,Male,5,30
c895,20,53.6768396,2,Infubinol,Female,7,29
l897,20,44.81309343,0,Capomulin,Male,17,19
f345,20,49.61338303,0,Infubinol,Male,23,26
c559,20,52.60436695,2,Zoniferol,Female,19,28
r944,20,43.22567119,1,Capomulin,Male,12,25
p438,20,52.90529861,0,Ceftamin,Female,11,26
o795,20,60.61005916,3,Placebo,Female,20,26
y865,20,52.36198241,1,Ceftamin,Male,23,26
x773,20,49.7397129,3,Placebo,Female,21,30
w193,20,50.00513807,0,Infubinol,Male,22,30
j365,20,50.93935278,1,Zoniferol,Male,24,28
q483,20,50.2398558,1,Ceftamin,Male,6,26
j119,20,48.15820939,1,Capomulin,Female,7,23
e476,20,55.24927296,0,Infubinol,Male,23,26
w167,20,57.54815669,0,Placebo,Female,6,28
q582,20,51.18597648,2,Placebo,Male,5,30
p136,20,54.91379857,1,Zoniferol,Female,5,28
w584,20,53.32350743,1,Infubinol,Male,3,29
b487,20,53.42766344,0,Ceftamin,Female,6,28
y478,20,56.84885016,1,Placebo,Female,3,25
g316,20,45.93332219,1,Capomulin,Female,22,22
a203,20,55.17333648,1,Infubinol,Female,20,23
o287,20,50.85614078,2,Ceftamin,Male,2,28
j246,20,44.02037009,0,Capomulin,Female,21,21
j235,20,52.94290169,1,Placebo,Male,6,30
m550,20,53.75794476,3,Ketapril,Male,18,28
a818,20,54.8346245,0,Naftisol,Female,12,28
i901,20,55.97440502,0,Stelasyn,Male,23,29
v923,20,39.64829568,0,Capomulin,Female,19,21
c758,20,43.1263114,1,Ramicane,Male,9,17
v295,20,55.73137535,3,Naftisol,Female,2,27
k862,20,57.05784818,1,Stelasyn,Female,13,25
z578,20,36.89001635,0,Ramicane,Male,11,16
o331,20,58.96572043,1,Ketapril,Male,24,30
g791,20,41.211897,0,Ramicane,Male,11,16
w697,20,54.22809098,3,Stelasyn,Female,14,30
c819,20,49.76241475,1,Ketapril,Male,21,25
k403,20,32.99772858,1,Ramicane,Male,21,16
m133,20,52.63688249,1,Naftisol,Female,2,26
j984,20,54.37251567,1,Stelasyn,Female,2,30
c832,20,56.71023353,1,Ketapril,Male,18,29
q597,20,41.9255866,0,Ramicane,Male,20,25
t565,20,39.0702138,0,Capomulin,Female,20,17
c402,20,54.88332044,2,Stelasyn,Female,1,27
h333,20,51.99780618,2,Stelasyn,Male,21,27
k510,20,52.10557382,1,Stelasyn,Female,8,27
o973,20,51.9569931,1,Ketapril,Female,11,29
l700,20,50.73476811,1,Naftisol,Female,18,27
p981,20,50.35806947,0,Stelasyn,Male,20,29
m650,20,56.7779388,2,Ketapril,Male,15,27
j989,20,41.63534426,1,Ramicane,Male,8,19
b879,20,53.98343568,1,Stelasyn,Female,4,26
g107,20,62.70603145,0,Ketapril,Female,2,29
a644,20,45.86506461,0,Ramicane,Female,7,17
y793,20,40.71642815,2,Capomulin,Male,17,17
i557,20,43.96789516,0,Capomulin,Female,1,24
e291,20,52.53376479,1,Naftisol,Female,14,29
c580,20,55.57532195,2,Ketapril,Male,22,25
k382,20,57.82435071,2,Ketapril,Male,22,29
w422,20,53.67624336,1,Ketapril,Female,18,26
s508,20,35.92865083,0,Ramicane,Male,1,17
e584,20,50.34492095,2,Naftisol,Male,9,27
x264,20,53.07426973,1,Naftisol,Female,21,27
e213,20,52.61376289,2,Naftisol,Male,8,27
r921,20,44.13631588,0,Ramicane,Female,5,25
j755,20,55.49660753,1,Naftisol,Male,23,27
e662,20,44.0012958,0,Ramicane,Male,8,24
r701,20,54.11413742,0,Naftisol,Male,21,25
y260,20,50.72958174,3,Ketapril,Female,7,25
i177,20,35.34536136,0,Ramicane,Male,10,18
r811,20,40.7728027,0,Ramicane,Male,9,19
s565,20,57.04618912,1,Stelasyn,Female,3,29
m546,20,36.71229535,0,Ramicane,Male,18,16
a366,20,57.28598742,0,Stelasyn,Female,16,29
t724,20,57.22940914,0,Naftisol,Female,2,25
p387,20,56.5876168,0,Stelasyn,Male,3,30
v289,20,54.25005397,0,Ketapril,Female,3,26
h246,20,57.93591218,1,Ketapril,Male,13,30
l725,20,59.6151548,2,Naftisol,Female,8,26
z969,20,57.89877823,2,Naftisol,Male,9,30
w540,20,50.67272745,2,Stelasyn,Female,8,26
i334,20,39.6878317,0,Ramicane,Female,8,20
v835,20,51.29654266,2,Naftisol,Male,7,29
a444,20,41.71461874,0,Ramicane,Female,10,25
t451,20,51.06367793,0,Stelasyn,Male,8,29
a492,20,53.67719253,0,Stelasyn,Male,20,25
g288,20,42.95712001,1,Capomulin,Male,3,19
x402,20,50.41475041,2,Stelasyn,Male,21,28
n923,20,52.59920611,1,Ketapril,Male,19,30
i738,20,38.53113634,0,Capomulin,Female,23,20
n364,20,37.4788685,0,Ramicane,Male,4,17
f234,20,51.11271293,2,Stelasyn,Male,14,28
m601,20,34.2557317,1,Capomulin,Male,22,17
f993,20,52.07951009,1,Naftisol,Male,21,28
c458,20,39.50513508,2,Ramicane,Female,23,20
u196,20,46.10536303,1,Ramicane,Male,18,25
a411,20,38.08737318,1,Ramicane,Male,3,22
x930,20,52.55606575,0,Naftisol,Male,13,26
u327,20,53.18987907,0,Ketapril,Male,17,25
q610,20,46.58543347,0,Ramicane,Female,18,21
b559,20,55.65445572,1,Naftisol,Male,20,26
j913,20,42.16834132,0,Ramicane,Female,4,17
v603,20,53.72124193,0,Ketapril,Female,22,30
g497,20,55.09699356,1,Ketapril,Male,19,28
z795,20,53.28065717,1,Naftisol,Female,13,29
a520,20,35.94774514,0,Ramicane,Male,13,21
d474,20,51.73149416,0,Ketapril,Male,18,27
d251,20,37.65209085,1,Ramicane,Female,8,19
s710,20,42.62996266,1,Capomulin,Female,1,23
r604,20,51.90275292,1,Naftisol,Male,7,30
x401,20,36.06583471,0,Capomulin,Female,16,15
m269,20,61.14586638,0,Stelasyn,Female,22,28
a963,20,51.46373448,0,Stelasyn,Female,23,27
p189,20,56.53020447,3,Ketapril,Male,8,28
n304,20,49.25330863,1,Naftisol,Male,9,26
u149,25,52.92534846,0,Ceftamin,Male,24,29
x264,25,56.89105283,2,Naftisol,Female,21,27
l725,25,65.00882889,2,Naftisol,Female,8,26
i177,25,34.0821803,1,Ramicane,Male,10,18
l471,25,52.84755893,1,Ceftamin,Female,7,28
r944,25,41.08699106,1,Capomulin,Male,12,25
v295,25,57.69185918,3,Naftisol,Female,2,27
x930,25,53.7261013,0,Naftisol,Male,13,26
c927,25,56.54551947,2,Propriva,Female,4,26
a520,25,36.55858129,1,Ramicane,Male,13,21
y865,25,57.17353846,2,Ceftamin,Male,23,26
b559,25,57.04366929,1,Naftisol,Male,20,26
m546,25,37.44444543,0,Ramicane,Male,18,16
v991,25,60.01674733,2,Propriva,Female,10,30
l700,25,54.23450181,1,Naftisol,Female,18,27
w167,25,61.86857673,0,Placebo,Female,6,28
s710,25,43.06040875,1,Capomulin,Female,1,23
n304,25,53.97085924,2,Naftisol,Male,9,26
k210,25,54.61397279,0,Ceftamin,Male,15,28
p438,25,54.51057493,0,Ceftamin,Female,11,26
x581,25,51.93528318,3,Ceftamin,Female,19,28
q582,25,51.96821056,2,Placebo,Male,5,30
r604,25,52.93685812,1,Naftisol,Male,7,30
j119,25,42.41716589,1,Capomulin,Female,7,23
l490,25,55.81003359,2,Ceftamin,Male,24,26
q483,25,52.43006649,1,Ceftamin,Male,6,26
a275,25,53.57606417,1,Ceftamin,Female,20,28
a818,25,56.96627332,0,Naftisol,Female,12,28
l733,25,54.95166826,1,Ceftamin,Female,4,30
o287,25,52.06848642,3,Ceftamin,Male,2,28
z969,25,63.14565213,2,Naftisol,Male,9,30
m133,25,54.08243662,2,Naftisol,Female,2,26
t565,25,37.34220976,0,Capomulin,Female,20,17
l509,25,44.00625702,2,Capomulin,Male,17,21
o795,25,65.74177723,4,Placebo,Female,20,26
t724,25,59.82606797,1,Naftisol,Female,2,25
b759,25,55.08363235,0,Ceftamin,Female,12,25
b487,25,56.05774909,1,Ceftamin,Female,6,28
u196,25,46.7053254,1,Ramicane,Male,18,25
r701,25,57.89848998,1,Naftisol,Male,21,25
y478,25,57.82697598,1,Placebo,Female,3,25
x773,25,51.10442109,3,Placebo,Female,21,30
x822,25,54.04133326,2,Ceftamin,Male,3,29
o809,25,52.31817407,1,Infubinol,Male,3,25
i557,25,44.59621854,0,Capomulin,Female,1,24
p136,25,56.28147652,1,Zoniferol,Female,5,28
c559,25,54.55544168,2,Zoniferol,Female,19,28
m269,25,64.89301976,0,Stelasyn,Female,22,28
a788,25,56.7702803,1,Zoniferol,Male,5,30
x401,25,36.61712031,0,Capomulin,Female,16,15
a963,25,52.12980374,0,Stelasyn,Female,23,27
l897,25,45.35467916,0,Capomulin,Male,17,19
s337,25,50.9706889,2,Zoniferol,Male,14,27
b313,25,55.74514628,1,Zoniferol,Male,12,27
j989,25,39.93411249,1,Ramicane,Male,8,19
q511,25,57.25758287,0,Zoniferol,Female,2,28
t451,25,55.52755345,0,Stelasyn,Male,8,29
c302,25,55.07622853,3,Zoniferol,Female,10,29
o926,25,54.76333852,3,Zoniferol,Male,15,29
p981,25,52.5447048,1,Stelasyn,Male,20,29
c264,25,56.96676876,2,Zoniferol,Female,11,27
d251,25,38.09751328,1,Ramicane,Female,8,19
w540,25,52.60026955,2,Stelasyn,Female,8,26
j365,25,51.8103204,1,Zoniferol,Male,24,28
j913,25,37.86066936,0,Ramicane,Female,4,17
a411,25,38.7014384,1,Ramicane,Male,3,22
k894,25,52.32583833,2,Zoniferol,Female,13,29
g296,25,55.6701066,3,Zoniferol,Female,14,29
w914,25,40.29191661,0,Capomulin,Male,24,21
q610,25,40.14645019,0,Ramicane,Female,18,21
w575,25,58.58732169,1,Zoniferol,Female,16,28
h333,25,53.73091434,2,Stelasyn,Male,21,27
m601,25,33.11875607,1,Capomulin,Male,22,17
q633,25,55.6831017,1,Zoniferol,Male,12,25
f234,25,52.17860221,2,Stelasyn,Male,14,28
f545,25,60.25348139,1,Zoniferol,Female,20,26
x402,25,52.43173664,2,Stelasyn,Male,21,28
a401,25,54.20983551,3,Zoniferol,Female,8,25
a492,25,54.70122868,1,Stelasyn,Male,20,25
a444,25,42.29139437,0,Ramicane,Female,10,25
c458,25,37.75314964,2,Ramicane,Female,23,20
z795,25,57.94709984,2,Naftisol,Female,13,29
s185,25,33.94994037,0,Capomulin,Female,3,17
a366,25,59.01172817,0,Stelasyn,Female,16,29
s187,25,56.48521984,1,Propriva,Male,22,25
s565,25,58.55361079,1,Stelasyn,Female,3,29
r921,25,42.65534089,1,Ramicane,Female,5,25
o302,25,60.51710253,0,Placebo,Female,2,29
g570,25,56.8494056,1,Propriva,Male,16,29
j755,25,58.05581822,1,Naftisol,Male,23,27
e213,25,55.22447615,2,Naftisol,Male,8,27
t718,25,55.87658787,3,Placebo,Female,10,30
u364,25,35.50361557,2,Capomulin,Male,18,17
g558,25,55.75408257,2,Propriva,Male,8,29
e584,25,51.38641908,2,Naftisol,Male,9,27
e291,25,55.1389525,2,Naftisol,Female,14,29
a644,25,41.48122408,0,Ramicane,Female,7,17
o562,25,54.74273316,1,Propriva,Female,4,25
r811,25,37.61401068,0,Ramicane,Male,9,19
r107,25,57.70666715,1,Propriva,Female,2,28
p387,25,58.09848946,0,Stelasyn,Male,3,30
i635,25,52.92882323,1,Propriva,Male,21,26
w350,25,52.80591518,1,Propriva,Male,7,26
k403,25,33.46457735,1,Ramicane,Male,21,16
j984,25,57.06435479,1,Stelasyn,Female,2,30
p310,25,55.34183416,2,Propriva,Male,6,26
a897,25,56.41331977,3,Placebo,Male,7,28
a699,25,51.84638147,0,Propriva,Female,5,28
w697,25,57.6103943,3,Stelasyn,Female,14,30
c402,25,58.26988853,2,Stelasyn,Female,1,27
b742,25,38.61768433,0,Capomulin,Male,7,21
k862,25,58.7192973,2,Stelasyn,Female,13,25
t198,25,56.18466399,3,Propriva,Male,22,26
c758,25,43.6022673,1,Ramicane,Male,9,17
c757,25,57.10641821,2,Placebo,Male,9,27
s141,25,53.80437038,1,Propriva,Male,8,25
i901,25,56.575195,0,Stelasyn,Male,23,29
b879,25,56.46998744,2,Stelasyn,Female,4,26
v923,25,40.15641269,1,Capomulin,Female,19,21
y769,25,58.33595901,3,Ceftamin,Female,6,27
g791,25,35.56939935,1,Ramicane,Male,11,16
c282,25,56.29220039,1,Placebo,Male,12,27
s121,25,55.65068132,2,Infubinol,Male,23,26
g107,25,64.66362579,0,Ketapril,Female,2,29
k804,25,55.67480798,1,Infubinol,Female,23,29
w151,25,51.8690587,2,Ceftamin,Male,24,25
d474,25,54.27932462,0,Ketapril,Male,18,27
e227,25,60.60029169,1,Placebo,Male,1,30
m550,25,57.62068237,4,Ketapril,Male,18,28
r554,25,33.89334515,3,Capomulin,Female,8,17
f345,25,53.0788944,0,Infubinol,Male,23,26
c139,25,61.46196976,0,Infubinol,Male,11,28
g288,25,42.36869239,1,Capomulin,Male,3,19
p189,25,62.10895956,3,Ketapril,Male,8,28
g497,25,57.52444611,2,Ketapril,Male,19,28
g316,25,46.80922469,1,Capomulin,Female,22,22
y260,25,54.43756172,4,Ketapril,Female,7,25
c895,25,57.53419288,2,Infubinol,Female,7,29
i334,25,38.24881732,1,Ramicane,Female,8,20
h246,25,59.5488537,1,Ketapril,Male,13,30
k483,25,57.43200731,2,Infubinol,Female,20,30
z578,25,37.41411419,0,Ramicane,Male,11,16
c766,25,58.21462437,3,Placebo,Female,13,26
a577,25,54.38093154,2,Infubinol,Female,6,25
c819,25,51.82835706,1,Ketapril,Male,21,25
q597,25,42.57570709,1,Ramicane,Male,20,25
c832,25,58.89181644,2,Ketapril,Male,18,29
i669,25,53.30318455,2,Placebo,Female,18,27
a685,25,51.93995092,0,Infubinol,Male,8,30
a262,25,60.13186217,2,Placebo,Female,17,29
m650,25,62.2535969,2,Ketapril,Male,15,27
y163,25,56.17638452,1,Infubinol,Female,17,27
n671,25,56.17445785,0,Infubinol,Male,18,25
v289,25,56.72009545,0,Ketapril,Female,3,26
b128,25,43.26214483,1,Capomulin,Female,9,22
m957,25,37.69543154,1,Capomulin,Female,3,19
o973,25,53.17981471,1,Ketapril,Female,11,29
n763,25,53.40587053,2,Placebo,Female,16,25
o331,25,61.10230575,1,Ketapril,Male,24,30
j296,25,55.76714817,3,Ceftamin,Female,24,30
q132,25,52.7804893,4,Infubinol,Female,1,30
w584,25,55.65083791,1,Infubinol,Male,3,29
j246,25,44.55522595,0,Capomulin,Female,21,21
e476,25,57.408638,0,Infubinol,Male,23,26
c580,25,56.28906231,2,Ketapril,Male,22,25
u327,25,56.05963409,0,Ketapril,Male,17,25
i386,25,56.68786392,3,Infubinol,Female,23,29
s152,25,64.11914213,2,Placebo,Female,4,30
w422,25,56.95791715,2,Ketapril,Female,18,26
v603,25,56.07523001,1,Ketapril,Female,22,30
a251,25,57.4146457,1,Infubinol,Female,21,25
l661,25,53.18065678,2,Ceftamin,Male,18,26
k382,25,59.50390392,3,Ketapril,Male,22,29
i738,25,34.97343761,0,Capomulin,Female,23,20
n923,25,56.85546498,2,Ketapril,Male,19,30
e662,25,44.66459432,1,Ramicane,Male,8,24
n364,25,33.20500824,0,Ramicane,Male,4,17
q787,25,52.71318786,2,Placebo,Male,17,27
y793,25,38.9927339,2,Capomulin,Male,17,17
z581,25,54.31640682,2,Infubinol,Female,24,25
s508,25,36.33856894,0,Ramicane,Male,1,17
a203,25,56.79320832,1,Infubinol,Female,20,23
m650,30,64.90188755,3,Ketapril,Male,15,27
n763,30,55.41365961,3,Placebo,Female,16,25
z578,30,37.81593487,0,Ramicane,Male,11,16
c758,30,44.11827028,1,Ramicane,Male,9,17
v923,30,40.75221626,2,Capomulin,Female,19,21
k862,30,60.60543979,3,Stelasyn,Female,13,25
g570,30,60.32871705,1,Propriva,Male,16,29
e584,30,54.98440767,3,Naftisol,Male,9,27
t198,30,56.92497431,3,Propriva,Male,22,26
s141,30,55.84141007,1,Propriva,Male,8,25
c139,30,64.14987077,1,Infubinol,Male,11,28
w422,30,60.09663467,3,Ketapril,Female,18,26
b742,30,39.1679495,0,Capomulin,Male,7,21
i557,30,45.26138381,0,Capomulin,Female,1,24
u364,30,35.9783344,2,Capomulin,Male,18,17
g316,30,44.22147988,2,Capomulin,Female,22,22
r921,30,43.41938077,1,Ramicane,Female,5,25
m550,30,60.85654272,4,Ketapril,Male,18,28
e213,30,56.45872864,3,Naftisol,Male,8,27
a203,30,59.52319728,1,Infubinol,Female,20,23
a644,30,37.21112063,0,Ramicane,Female,7,17
j755,30,60.00720978,1,Naftisol,Male,23,27
r107,30,58.40647256,1,Propriva,Female,2,28
p387,30,63.26924552,0,Stelasyn,Male,3,30
c895,30,60.96971133,2,Infubinol,Female,7,29
r811,30,38.24206639,0,Ramicane,Male,9,19
c580,30,58.04656941,3,Ketapril,Male,22,25
f345,30,54.36379731,1,Infubinol,Male,23,26
o302,30,62.03059364,1,Placebo,Female,2,29
e662,30,45.35023242,1,Ramicane,Male,8,24
b879,30,60.90761481,2,Stelasyn,Female,4,26
s565,30,63.66896678,1,Stelasyn,Female,3,29
t718,30,57.70411372,3,Placebo,Female,10,30
g558,30,58.95282911,3,Propriva,Male,8,29
c757,30,60.09857184,2,Placebo,Male,9,27
i901,30,60.59185755,0,Stelasyn,Male,23,29
i635,30,53.5970382,2,Propriva,Male,21,26
s187,30,60.00878263,2,Propriva,Male,22,25
c402,30,63.74319428,2,Stelasyn,Female,1,27
a699,30,54.37934505,0,Propriva,Female,5,28
c264,30,57.82391556,2,Zoniferol,Female,11,27
p136,30,57.05280546,1,Zoniferol,Female,5,28
g497,30,61.108186,2,Ketapril,Male,19,28
d251,30,38.71825638,2,Ramicane,Female,8,19
r554,30,32.68065459,3,Capomulin,Female,8,17
j365,30,54.40488176,1,Zoniferol,Male,24,28
z581,30,56.28674991,2,Infubinol,Female,24,25
a492,30,56.20104104,1,Stelasyn,Male,20,25
a444,30,42.78627835,0,Ramicane,Female,10,25
q787,30,55.03620625,2,Placebo,Male,17,27
a401,30,55.91016159,3,Zoniferol,Female,8,25
f545,30,65.89398607,1,Zoniferol,Female,20,26
x402,30,54.35158463,3,Stelasyn,Male,21,28
f234,30,56.87381654,2,Stelasyn,Male,14,28
a251,30,59.86124129,1,Infubinol,Female,21,25
q633,30,58.05725257,1,Zoniferol,Male,12,25
c458,30,38.34200823,2,Ramicane,Female,23,20
v603,30,57.99055378,1,Ketapril,Female,22,30
j246,30,38.04408202,1,Capomulin,Female,21,21
w575,30,60.15306524,1,Zoniferol,Female,16,28
w914,30,40.99311013,0,Capomulin,Male,24,21
q610,30,40.66834256,1,Ramicane,Female,18,21
i386,30,59.13364029,3,Infubinol,Female,23,29
m601,30,31.75827491,1,Capomulin,Male,22,17
k894,30,54.40012279,3,Zoniferol,Female,13,29
u327,30,57.31407239,0,Ketapril,Male,17,25
g296,30,57.99770642,3,Zoniferol,Female,14,29
j913,30,34.75724046,0,Ramicane,Female,4,17
q132,30,54.65654872,4,Infubinol,Female,1,30
i334,30,39.00555435,1,Ramicane,Female,8,20
x401,30,32.91529186,0,Capomulin,Female,16,15
o809,30,54.8326288,1,Infubinol,Male,3,25
c559,30,57.14614388,2,Zoniferol,Female,19,28
o331,30,66.33066347,1,Ketapril,Male,24,30
a897,30,59.91693443,3,Placebo,Male,7,28
a577,30,57.03186187,2,Infubinol,Female,6,25
j984,30,61.24050573,1,Stelasyn,Female,2,30
q597,30,43.33916123,1,Ramicane,Male,20,25
k403,30,31.09949753,1,Ramicane,Male,21,16
w350,30,55.87990896,1,Propriva,Male,7,26
c832,30,60.49637579,2,Ketapril,Male,18,29
s185,30,32.95967078,1,Capomulin,Female,3,17
w584,30,58.26844248,1,Infubinol,Male,3,29
y163,30,59.41253724,2,Infubinol,Female,17,27
h333,30,55.45528975,2,Stelasyn,Male,21,27
a262,30,64.95809178,3,Placebo,Female,17,29
w697,30,60.72063591,3,Stelasyn,Female,14,30
p981,30,56.33910432,1,Stelasyn,Male,20,29
c302,30,57.41974389,3,Zoniferol,Female,10,29
t451,30,59.27582268,0,Stelasyn,Male,8,29
k483,30,59.74707708,2,Infubinol,Female,20,30
q511,30,59.3643535,1,Zoniferol,Female,2,28
o973,30,57.76995952,1,Ketapril,Female,11,29
l897,30,39.35279201,1,Capomulin,Male,17,19
j989,30,34.67178107,1,Ramicane,Male,8,19
g288,30,42.87446056,1,Capomulin,Male,3,19
s337,30,52.74771768,3,Zoniferol,Male,14,27
a963,30,53.40166738,1,Stelasyn,Female,23,27
k804,30,59.24061511,2,Infubinol,Female,23,29
d474,30,55.34134157,0,Ketapril,Male,18,27
a788,30,60.41370908,1,Zoniferol,Male,5,30
m269,30,67.71250988,1,Stelasyn,Female,22,28
o926,30,56.91739838,3,Zoniferol,Male,15,29
b128,30,40.60533486,1,Capomulin,Female,9,22
a366,30,63.44068627,1,Stelasyn,Female,16,29
r701,30,60.34181872,1,Naftisol,Male,21,25
m957,30,38.21247939,1,Capomulin,Female,3,19
v295,30,59.33377202,3,Naftisol,Female,2,27
b759,30,55.74282869,1,Ceftamin,Female,12,25
n364,30,33.817758,0,Ramicane,Male,4,17
z969,30,65.84101274,3,Naftisol,Male,9,30
w151,30,56.76715821,2,Ceftamin,Male,24,25
l700,30,56.653215,1,Naftisol,Female,18,27
o287,30,54.50300122,3,Ceftamin,Male,2,28
t724,30,64.2345947,2,Naftisol,Female,2,25
r944,30,41.68079111,1,Capomulin,Male,12,25
x773,30,52.81311518,4,Placebo,Female,21,30
l509,30,44.70805473,2,Capomulin,Male,17,21
a275,30,54.44471317,2,Ceftamin,Female,20,28
g107,30,69.16051982,0,Ketapril,Female,2,29
s508,30,35.47402235,0,Ramicane,Male,1,17
l471,30,58.09360446,1,Ceftamin,Female,7,28
u196,30,47.62281636,2,Ramicane,Male,18,25
p438,30,56.40642173,0,Ceftamin,Female,11,26
j296,30,56.80306121,3,Ceftamin,Female,24,30
n923,30,59.63256052,3,Ketapril,Male,19,30
a411,30,39.13073724,1,Ramicane,Male,3,22
l733,30,56.31906537,1,Ceftamin,Female,4,30
p189,30,67.10453665,4,Ketapril,Male,8,28
n304,30,55.03901985,3,Naftisol,Male,9,26
q582,30,52.6488935,2,Placebo,Male,5,30
g791,30,34.95258284,1,Ramicane,Male,11,16
n671,30,60.16518046,0,Infubinol,Male,18,25
e227,30,62.46438515,2,Placebo,Male,1,30
o795,30,68.21706974,4,Placebo,Female,20,26
r604,30,54.68821536,2,Naftisol,Male,7,30
x581,30,55.49282602,3,Ceftamin,Female,19,28
